[2026-06-11T08:25:33.338Z] GET http://localhost:8801/index.html → 200 (145ms, 40175B)
[2026-06-11T08:25:34.047Z] GET https://translate.googleapis.com/_/translate_http/_/js/k=translate_http.tr.ko.ICchu4Cspl4.O/am=BBBAEw/d=1/exm=el_conf/ed=1/rs=AN8SPfow6NpbzhiFo-Xr-GfR_uS2R7Rm0g/m=el_main → pending (?ms, ?B)
[2026-06-11T08:25:34.125Z] GET https://jasgjzzazgkwcpghzjop.supabase.co/rest/v1/inquiry_state?id=eq.faq&select=data → pending (?ms, ?B)
[2026-06-11T08:25:34.126Z] GET https://jasgjzzazgkwcpghzjop.supabase.co/rest/v1/inquiry_state?id=eq.board&select=data → pending (?ms, ?B)
[2026-06-11T08:25:34.451Z] GET https://fonts.gstatic.com/s/notosanskr/v39/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.96.woff2 → 200 (213ms, 21324B)
[2026-06-11T08:25:34.451Z] GET https://fonts.gstatic.com/s/notosanskr/v39/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.101.woff2 → 200 (140ms, 26076B)
[2026-06-11T08:25:34.661Z] GET https://fonts.gstatic.com/s/i/productlogos/translate/v14/24px.svg → 200 (115ms, 6225B)
[2026-06-11T08:25:34.661Z] GET https://www.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_42x16dp.png → 200 (96ms, 910B)
[2026-06-11T08:25:34.679Z] GET https://www.gstatic.com/images/branding/product/2x/translate_24dp.png → 200 (77ms, 1842B)
[2026-06-11T08:25:34.778Z] GET https://translate-pa.googleapis.com/v1/supportedLanguages?client=te&display_language=ko&key=AIzaSyBWDj0QJvVIx8XOhRegXX5_SrRWxhT5Hs4&callback=callback → 200 (197ms, 34167B)
[2026-06-11T08:25:44.665Z] POST https://translate.googleapis.com/element/log?format=json&hasfast=true&authuser=0 → 200 (250ms, 131B)
[2026-06-11T08:35:18.459Z] GET http://localhost:8801/index.html → pending (?ms, ?B)
[2026-06-11T08:35:21.302Z] GET http://localhost:8802/index.html?cb=24787 → 200 (150ms, 40224B)
[2026-06-11T08:35:21.564Z] GET https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@300;400;600;800&family=JetBrains+Mono:wght@400;700&family=Noto+Sans+KR:wght@300;400;600&family=IBM+Plex+Sans+KR:wght@300;400;500;600;700&display=swap → 200 (254ms, ?B)
[2026-06-11T08:35:21.566Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/dist/web/static/pretendard.min.css → 200 (35ms, 2966B)
[2026-06-11T08:35:21.566Z] GET http://localhost:8802/style.css → 200 (1ms, 144318B)
[2026-06-11T08:35:21.566Z] GET http://localhost:8802/app.js → 200 (10ms, 300348B)
[2026-06-11T08:35:21.566Z] GET https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit → 200 (302ms, 76816B)
[2026-06-11T08:35:22.028Z] GET https://www.gstatic.com/_/translate_http/_/ss/k=translate_http.tr.zZZZhVqDDCw.L.W.O/am=BBBAEw/d=0/rs=AN8SPfpg2wPCELPSNQ-JdhuRpXMrWQt6Ow/m=el_main_css → 200 (240ms, 22361B)
[2026-06-11T08:35:22.028Z] GET https://translate.googleapis.com/_/translate_http/_/js/k=translate_http.tr.ko.ICchu4Cspl4.O/am=BBBAEw/d=1/exm=el_conf/ed=1/rs=AN8SPfow6NpbzhiFo-Xr-GfR_uS2R7Rm0g/m=el_main → 200 (475ms, 432732B)
[2026-06-11T08:35:22.177Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwg.woff2 → 200 (551ms, 31432B)
[2026-06-11T08:35:22.177Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.118.woff2 → 200 (508ms, 11936B)
[2026-06-11T08:35:22.177Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNOwtW_Wg.woff2 → 200 (466ms, 15112B)
[2026-06-11T08:35:22.177Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbT7HmqQ.woff2 → 200 (438ms, 16592B)
[2026-06-11T08:35:22.177Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6aT7HmqQ.woff2 → 200 (433ms, 15344B)
[2026-06-11T08:35:22.178Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/packages/pretendard/dist/web/static/woff2/Pretendard-SemiBold.woff2 → 200 (160ms, 785856B)
[2026-06-11T08:35:22.178Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.118.woff2 → 200 (413ms, 12688B)
[2026-06-11T08:35:22.178Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.119.woff2 → 200 (411ms, 13744B)
[2026-06-11T08:35:22.178Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.117.woff2 → 200 (412ms, 14188B)
[2026-06-11T08:35:22.178Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.116.woff2 → 200 (557ms, 15456B)
[2026-06-11T08:35:22.178Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.96.woff2 → 200 (599ms, 4608B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.115.woff2 → 200 (433ms, 15816B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.101.woff2 → 200 (411ms, 8944B)
[2026-06-11T08:35:22.179Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/packages/pretendard/dist/web/static/woff2/Pretendard-Regular.woff2 → 200 (213ms, 765892B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.118.woff2 → 200 (410ms, 12732B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.119.woff2 → 200 (409ms, 12756B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.117.woff2 → 200 (559ms, 12928B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.116.woff2 → 200 (560ms, 14348B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.115.woff2 → 200 (558ms, 14268B)
[2026-06-11T08:35:22.179Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.117.woff2 → 200 (566ms, 14056B)
[2026-06-11T08:35:22.180Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.115.woff2 → 200 (565ms, 15744B)
[2026-06-11T08:35:22.180Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.119.woff2 → 200 (597ms, 13072B)
[2026-06-11T08:35:22.180Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.116.woff2 → 200 (561ms, 15792B)
[2026-06-11T08:35:22.180Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.111.woff2 → 200 (321ms, 14876B)
[2026-06-11T08:35:22.199Z] GET https://jasgjzzazgkwcpghzjop.supabase.co/rest/v1/inquiry_state?id=eq.faq&select=data → pending (?ms, ?B)
[2026-06-11T08:35:22.199Z] GET https://jasgjzzazgkwcpghzjop.supabase.co/rest/v1/inquiry_state?id=eq.board&select=data → pending (?ms, ?B)
[2026-06-11T08:35:22.576Z] GET https://fonts.gstatic.com/s/i/productlogos/translate/v14/24px.svg → 200 (205ms, 6225B)
[2026-06-11T08:35:22.576Z] GET https://www.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_42x16dp.png → 200 (75ms, 910B)
[2026-06-11T08:35:22.608Z] GET https://www.gstatic.com/images/branding/product/2x/translate_24dp.png → 200 (84ms, 1842B)
[2026-06-11T08:35:22.742Z] GET https://translate-pa.googleapis.com/v1/supportedLanguages?client=te&display_language=ko&key=AIzaSyBWDj0QJvVIx8XOhRegXX5_SrRWxhT5Hs4&callback=callback → pending (?ms, ?B)
[2026-06-11T08:35:32.573Z] POST https://translate.googleapis.com/element/log?format=json&hasfast=true&authuser=0 → 200 (270ms, 131B)
[2026-06-11T08:36:23.192Z] GET http://localhost:8802/index.html?cb=24787 → 200 (2ms, 40224B)
[2026-06-11T08:36:23.199Z] GET https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@300;400;600;800&family=JetBrains+Mono:wght@400;700&family=Noto+Sans+KR:wght@300;400;600&family=IBM+Plex+Sans+KR:wght@300;400;500;600;700&display=swap → pending (?ms, ?B)
[2026-06-11T08:36:23.199Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/dist/web/static/pretendard.min.css → 200 (33ms, 2966B)
[2026-06-11T08:36:23.199Z] GET http://localhost:8802/style.css → 200 (3ms, 144318B)
[2026-06-11T08:36:23.199Z] GET http://localhost:8802/app.js → 200 (12ms, 300348B)
[2026-06-11T08:36:23.199Z] GET https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit → pending (?ms, ?B)
[2026-06-11T08:36:23.545Z] GET https://www.gstatic.com/_/translate_http/_/ss/k=translate_http.tr.zZZZhVqDDCw.L.W.O/am=BBBAEw/d=0/rs=AN8SPfpg2wPCELPSNQ-JdhuRpXMrWQt6Ow/m=el_main_css → 200 (230ms, 22361B)
[2026-06-11T08:36:23.545Z] GET https://translate.googleapis.com/_/translate_http/_/js/k=translate_http.tr.ko.ICchu4Cspl4.O/am=BBBAEw/d=1/exm=el_conf/ed=1/rs=AN8SPfow6NpbzhiFo-Xr-GfR_uS2R7Rm0g/m=el_main → 200 (446ms, 432732B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwg.woff2 → 200 (585ms, ?B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.118.woff2 → 200 (389ms, 11936B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNOwtW_Wg.woff2 → 200 (318ms, 15112B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbT7HmqQ.woff2 → 200 (550ms, 16592B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6aT7HmqQ.woff2 → 200 (277ms, 15344B)
[2026-06-11T08:36:23.671Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/packages/pretendard/dist/web/static/woff2/Pretendard-SemiBold.woff2 → 200 (275ms, 785856B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.118.woff2 → 200 (431ms, 12688B)
[2026-06-11T08:36:23.671Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.119.woff2 → 200 (431ms, 13744B)
[2026-06-11T08:36:23.672Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.117.woff2 → 200 (388ms, 14188B)
[2026-06-11T08:36:23.672Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.116.woff2 → 200 (484ms, 15456B)
[2026-06-11T08:36:23.672Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.96.woff2 → 200 (434ms, 4608B)
[2026-06-11T08:36:23.672Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.115.woff2 → 200 (435ms, 15816B)
[2026-06-11T08:36:23.672Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.101.woff2 → 200 (431ms, 8944B)
[2026-06-11T08:36:23.673Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/packages/pretendard/dist/web/static/woff2/Pretendard-Regular.woff2 → 200 (426ms, 765892B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.118.woff2 → 200 (451ms, 12732B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.119.woff2 → 200 (488ms, 12756B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.117.woff2 → 200 (435ms, 12928B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.116.woff2 → 200 (522ms, 14348B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.115.woff2 → 200 (584ms, ?B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.117.woff2 → 200 (452ms, 14056B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.115.woff2 → 200 (522ms, 15744B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.119.woff2 → 200 (585ms, ?B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.116.woff2 → 200 (524ms, 15792B)
[2026-06-11T08:36:23.673Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.111.woff2 → 200 (519ms, 14876B)
[2026-06-11T08:36:23.693Z] GET https://jasgjzzazgkwcpghzjop.supabase.co/rest/v1/inquiry_state?id=eq.faq&select=data → 200 (299ms, 77345B)
[2026-06-11T08:36:23.693Z] GET https://jasgjzzazgkwcpghzjop.supabase.co/rest/v1/inquiry_state?id=eq.board&select=data → 200 (178ms, 1610B)
[2026-06-11T08:36:24.058Z] GET https://fonts.gstatic.com/s/i/productlogos/translate/v14/24px.svg → pending (?ms, ?B)
[2026-06-11T08:36:24.058Z] GET https://www.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_42x16dp.png → 200 (93ms, 910B)
[2026-06-11T08:36:24.094Z] GET https://www.gstatic.com/images/branding/product/2x/translate_24dp.png → 200 (61ms, 1842B)
[2026-06-11T08:36:24.228Z] GET https://translate-pa.googleapis.com/v1/supportedLanguages?client=te&display_language=ko&key=AIzaSyBWDj0QJvVIx8XOhRegXX5_SrRWxhT5Hs4&callback=callback → pending (?ms, ?B)
[2026-06-11T08:36:24.293Z] GET http://localhost:8803/index.html?cb=11325 → 200 (190ms, 40224B)
[2026-06-11T08:36:24.493Z] POST https://translate.googleapis.com/element/log?hasfast=true&authuser=0&format=json → pending (?ms, ?B)
[2026-06-11T08:36:24.498Z] GET https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@300;400;600;800&family=JetBrains+Mono:wght@400;700&family=Noto+Sans+KR:wght@300;400;600&family=IBM+Plex+Sans+KR:wght@300;400;500;600;700&display=swap → 200 (6ms, 593724B)
[2026-06-11T08:36:24.498Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/dist/web/static/pretendard.min.css → 200 (20ms, 2966B)
[2026-06-11T08:36:24.498Z] GET http://localhost:8803/style.css → 200 (48ms, 144318B)
[2026-06-11T08:36:24.499Z] GET http://localhost:8803/app.js → 200 (43ms, 300348B)
[2026-06-11T08:36:24.499Z] GET https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit → 200 (152ms, 76816B)
[2026-06-11T08:36:24.640Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwg.woff2 → 200 (5ms, 31432B)
[2026-06-11T08:36:24.640Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.118.woff2 → 200 (5ms, 11936B)
[2026-06-11T08:36:24.640Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNOwtW_Wg.woff2 → 200 (6ms, 15112B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbT7HmqQ.woff2 → 200 (5ms, 16592B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6aT7HmqQ.woff2 → 200 (5ms, 15344B)
[2026-06-11T08:36:24.641Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/packages/pretendard/dist/web/static/woff2/Pretendard-SemiBold.woff2 → 200 (62ms, 785856B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.118.woff2 → 200 (64ms, 12688B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.119.woff2 → 200 (65ms, 13744B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.117.woff2 → 200 (66ms, 14188B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.116.woff2 → 200 (68ms, 15456B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.96.woff2 → 200 (69ms, 4608B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.115.woff2 → 200 (70ms, 15816B)
[2026-06-11T08:36:24.641Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOygqbf7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.101.woff2 → 200 (71ms, 8944B)
[2026-06-11T08:36:24.642Z] GET https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/packages/pretendard/dist/web/static/woff2/Pretendard-Regular.woff2 → 200 (122ms, 765892B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.118.woff2 → 200 (120ms, 12732B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.119.woff2 → 200 (121ms, 12756B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.117.woff2 → 200 (121ms, 12928B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.116.woff2 → 200 (121ms, 14348B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNO8tfdTbzIx6SmGN7aVT6YLxnNoW0zig.115.woff2 → 200 (122ms, 14268B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.117.woff2 → 200 (122ms, 14056B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.115.woff2 → 200 (122ms, 15744B)
[2026-06-11T08:36:24.644Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7OEvsHaFtDGbzuTFhzdq3hW5qs5jg.119.woff2 → 200 (123ms, 13072B)
